taxon_resolution	contrast	hold	variable	asv_id	test	metric	p_fdr	taxonomy
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00002	cc_da	p_fdr	6.569393743540727e-4	Alphaproteobacteria;SAR11 Clade Ia
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00002	cc_dv	p_fdr	0.005327772143765307	Alphaproteobacteria;SAR11 Clade Ia
agg_genus	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00003	cc_da	p_fdr	0.015419124323641528	Alphaproteobacteria;HIMB11
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00003	cc_da	p_fdr	2.362873718402493e-53	Alphaproteobacteria;HIMB11
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00003	cc_da	p_fdr	8.274971931425665e-64	Alphaproteobacteria;HIMB11
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00003	cc_da	p_fdr	0.047467181187087225	Alphaproteobacteria;HIMB11
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00003	cc_da	p_fdr	5.739072417188129e-53	Alphaproteobacteria;HIMB11
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00003	cc_da	p_fdr	2.3263017885587674e-63	Alphaproteobacteria;HIMB11
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00004	cc_da	p_fdr	8.275479973381056e-5	Bacteroidia;NS4 marine group
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00004	cc_dv	p_fdr	0.010360074834514376	Bacteroidia;NS4 marine group
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00004	cc_da	p_fdr	3.798029809098068e-5	Bacteroidia;NS4 marine group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00004	cc_da	p_fdr	0.004685362600641093	Bacteroidia;NS4 marine group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00004	cc_dv	p_fdr	0.02426322990973981	Bacteroidia;NS4 marine group
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00004	cc_da	p_fdr	0.002613256697642317	Bacteroidia;NS4 marine group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00005	cc_da	p_fdr	5.774689694558104e-6	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00005	cc_dv	p_fdr	4.099906864992501e-5	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00005	cc_da	p_fdr	4.497156729292875e-6	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00005	cc_dv	p_fdr	0.05908814940271833	NA
agg_genus	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00006	cc_da	p_fdr	0.04587897793437046	Bacteroidia;Cryomorphaceae
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00006	cc_da	p_fdr	6.941347834630044e-31	Bacteroidia;Cryomorphaceae
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00006	cc_da	p_fdr	5.320896914173483e-53	Bacteroidia;Cryomorphaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00006	cc_da	p_fdr	8.280407540018798e-31	Bacteroidia;Cryomorphaceae
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00006	cc_da	p_fdr	1.6667154826032894e-45	Bacteroidia;Cryomorphaceae
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00007	cc_da	p_fdr	2.7643067501240863e-4	Cyanobacteria;Prochlorococcus MIT9313
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00007	cc_da	p_fdr	1.039588205124564e-5	Cyanobacteria;Prochlorococcus MIT9313
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00007	cc_da	p_fdr	3.8452452317587813e-4	Cyanobacteria;Prochlorococcus MIT9313
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00007	cc_da	p_fdr	1.4818869685449229e-5	Cyanobacteria;Prochlorococcus MIT9313
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00008	cc_da	p_fdr	1.5027669236310025e-4	Gammaproteobacteria;SAR86 clade
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00008	cc_da	p_fdr	6.5933519051526885e-6	Gammaproteobacteria;SAR86 clade
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00008	cc_dv	p_fdr	0.016050496683590397	Gammaproteobacteria;SAR86 clade
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00008	cc_da	p_fdr	0.017161736388515866	Gammaproteobacteria;SAR86 clade
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00008	cc_da	p_fdr	0.005126495396428799	Gammaproteobacteria;SAR86 clade
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00008	cc_dv	p_fdr	0.009611336334452582	Gammaproteobacteria;SAR86 clade
agg_genus	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00009	cc_da	p_fdr	0.009808725248329781	Bacteroidia;Flavobacteriaceae
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00009	cc_da	p_fdr	4.7829645828916976e-29	Bacteroidia;Flavobacteriaceae
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00009	cc_dv	p_fdr	1.6647258284462353e-4	Bacteroidia;Flavobacteriaceae
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00009	cc_da	p_fdr	7.847405942305184e-41	Bacteroidia;Flavobacteriaceae
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00009	cc_dv	p_fdr	0.001809887408904132	Bacteroidia;Flavobacteriaceae
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00009	cc_da	p_fdr	0.047467181187087225	Bacteroidia;Flavobacteriaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00009	cc_da	p_fdr	2.0214318029298734e-29	Bacteroidia;Flavobacteriaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00009	cc_dv	p_fdr	0.00335129851397296	Bacteroidia;Flavobacteriaceae
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00009	cc_da	p_fdr	7.123861228670274e-41	Bacteroidia;Flavobacteriaceae
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00009	cc_dv	p_fdr	0.0326046010875733	Bacteroidia;Flavobacteriaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00010	cc_da	p_fdr	5.560743381489692e-9	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00010	cc_dv	p_fdr	0.005608046315432804	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00010	cc_da	p_fdr	1.0948571352357306e-9	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00011	cc_da	p_fdr	0.01719684050577904	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00011	cc_dv	p_fdr	0.05406511541429225	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00011	cc_da	p_fdr	0.006702778515677772	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00011	cc_dv	p_fdr	0.0829677328761052	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00012	cc_da	p_fdr	1.6351051366127084e-9	Alphaproteobacteria;SAR11 Clade II
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00012	cc_dv	p_fdr	0.06797158003537526	Alphaproteobacteria;SAR11 Clade II
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00012	cc_da	p_fdr	1.8084206245757637e-11	Alphaproteobacteria;SAR11 Clade II
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00012	cc_da	p_fdr	7.618709254754243e-7	Alphaproteobacteria;SAR11 Clade II
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00012	cc_dv	p_fdr	0.01361981883132437	Alphaproteobacteria;SAR11 Clade II
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00012	cc_da	p_fdr	5.243764647327849e-9	Alphaproteobacteria;SAR11 Clade II
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00013	cc_da	p_fdr	1.0463128358263769e-5	Acidimicrobia;Candidatus Actinomarina
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00013	cc_da	p_fdr	3.7643029172611216e-6	Acidimicrobia;Candidatus Actinomarina
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00013	cc_da	p_fdr	0.0010664011828462854	Acidimicrobia;Candidatus Actinomarina
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00013	cc_dv	p_fdr	0.08286201683806059	Acidimicrobia;Candidatus Actinomarina
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00013	cc_da	p_fdr	0.0014949235360469657	Acidimicrobia;Candidatus Actinomarina
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00014	cc_da	p_fdr	3.169194914296611e-5	Bacteroidia;NS5 marine group
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00014	cc_dv	p_fdr	0.06075443758292895	Bacteroidia;NS5 marine group
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00014	cc_da	p_fdr	6.16619984973822e-5	Bacteroidia;NS5 marine group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00014	cc_da	p_fdr	2.0529473663392083e-6	Bacteroidia;NS5 marine group
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00014	cc_da	p_fdr	5.628830346707934e-5	Bacteroidia;NS5 marine group
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00015	cc_dv	p_fdr	0.09277205439563722	Alphaproteobacteria;SAR116 clade
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00015	cc_dv	p_fdr	0.044732258906067524	Alphaproteobacteria;SAR116 clade
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00015	cc_dv	p_fdr	0.03193214408240657	Alphaproteobacteria;SAR116 clade
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00016	cc_da	p_fdr	1.5922871465541797e-7	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00016	cc_da	p_fdr	3.790043418075192e-8	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00017	cc_da	p_fdr	2.7643067501240863e-4	Alphaproteobacteria;AEGEAN-169 marine group
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00017	cc_dv	p_fdr	0.004152792709461321	Alphaproteobacteria;AEGEAN-169 marine group
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00017	cc_da	p_fdr	6.16619984973822e-5	Alphaproteobacteria;AEGEAN-169 marine group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00017	cc_da	p_fdr	0.03951951502940586	Alphaproteobacteria;AEGEAN-169 marine group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00017	cc_dv	p_fdr	4.099906864992501e-5	Alphaproteobacteria;AEGEAN-169 marine group
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00017	cc_dv	p_fdr	1.642953022511053e-4	Alphaproteobacteria;AEGEAN-169 marine group
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00018	cc_da	p_fdr	1.2942803606786347e-4	Verrucomicrobiae;Coraliomargarita
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00018	cc_da	p_fdr	2.952625129519851e-6	Verrucomicrobiae;Coraliomargarita
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00018	cc_dv	p_fdr	0.0036084958618248	Verrucomicrobiae;Coraliomargarita
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00018	cc_dv	p_fdr	0.0506189491742042	Verrucomicrobiae;Coraliomargarita
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00018	cc_da	p_fdr	2.1764580702902573e-4	Verrucomicrobiae;Coraliomargarita
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00018	cc_da	p_fdr	6.026291228817614e-6	Verrucomicrobiae;Coraliomargarita
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00018	cc_dv	p_fdr	7.796605160031783e-4	Verrucomicrobiae;Coraliomargarita
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00020	cc_da	p_fdr	7.630524793444885e-4	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00020	cc_dv	p_fdr	0.012925285726970862	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00020	cc_da	p_fdr	4.09098986852231e-4	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00021	cc_da	p_fdr	6.038112801651284e-14	Alphaproteobacteria;Rhodobacteraceae
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00021	cc_da	p_fdr	1.2227273554492144e-9	Alphaproteobacteria;Rhodobacteraceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00021	cc_dv	p_fdr	6.744406546565932e-5	Alphaproteobacteria;Rhodobacteraceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00022	cc_da	p_fdr	0.0032433486933627974	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00022	cc_dv	p_fdr	0.06439090951720043	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00022	cc_da	p_fdr	7.490216743566135e-6	NA
agg_genus	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00023	cc_dv	p_fdr	0.009432355415309353	Alphaproteobacteria;SAR11 Clade Ib
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00023	cc_da	p_fdr	9.930688990291737e-8	Alphaproteobacteria;SAR11 Clade Ib
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00023	cc_dv	p_fdr	5.140486488353042e-4	Alphaproteobacteria;SAR11 Clade Ib
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00023	cc_da	p_fdr	9.19930355879633e-9	Alphaproteobacteria;SAR11 Clade Ib
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00023	cc_dv	p_fdr	0.002334735814218865	Alphaproteobacteria;SAR11 Clade Ib
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00023	cc_da	p_fdr	3.387178924771623e-7	Alphaproteobacteria;SAR11 Clade Ib
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00023	cc_dv	p_fdr	4.5123731903751196e-5	Alphaproteobacteria;SAR11 Clade Ib
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00023	cc_da	p_fdr	3.790043418075192e-8	Alphaproteobacteria;SAR11 Clade Ib
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00024	cc_dv	p_fdr	0.0627202992878664	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00024	cc_da	p_fdr	1.4333132341654242e-46	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00024	cc_dv	p_fdr	0.0397637187221817	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00024	cc_da	p_fdr	1.3671815417058332e-18	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00025	cc_da	p_fdr	3.13868733125797e-6	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00025	cc_dv	p_fdr	0.003606331956859803	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00025	cc_da	p_fdr	1.3944802513275574e-6	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00026	cc_da	p_fdr	0.02263137033368542	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00026	cc_dv	p_fdr	6.003595955378152e-4	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00026	cc_da	p_fdr	0.005483054860946815	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00027	cc_da	p_fdr	3.13868733125797e-6	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00027	cc_dv	p_fdr	0.0019637879763031584	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00027	cc_da	p_fdr	3.861133733878538e-5	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00029	cc_da	p_fdr	4.799601207992242e-4	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00029	cc_dv	p_fdr	0.010019018376660326	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00029	cc_da	p_fdr	5.10101576430112e-5	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00029	cc_dv	p_fdr	0.01320648939430223	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00030	cc_dv	p_fdr	0.0391075619065528	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00030	cc_da	p_fdr	0.0018749488575454823	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00031	cc_da	p_fdr	1.2194088602402911e-5	Bacteria;Marinimicrobia (SAR406 clade)
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00031	cc_dv	p_fdr	0.01193027837020675	Bacteria;Marinimicrobia (SAR406 clade)
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00031	cc_da	p_fdr	1.5035203382051924e-6	Bacteria;Marinimicrobia (SAR406 clade)
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00031	cc_dv	p_fdr	0.010725018810250129	Bacteria;Marinimicrobia (SAR406 clade)
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00031	cc_da	p_fdr	1.4916696899227134e-5	Bacteria;Marinimicrobia (SAR406 clade)
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00031	cc_dv	p_fdr	0.0050979015411945225	Bacteria;Marinimicrobia (SAR406 clade)
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00031	cc_da	p_fdr	4.5858700147704753e-5	Bacteria;Marinimicrobia (SAR406 clade)
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00032	cc_da	p_fdr	2.0372113461898249e-29	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00032	cc_dv	p_fdr	0.016773324123314413	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00032	cc_da	p_fdr	4.611888243517722e-24	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00034	cc_da	p_fdr	0.02207513206120486	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00035	cc_dv	p_fdr	0.0065585617551412	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00035	cc_da	p_fdr	0.028991584626635303	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00035	cc_dv	p_fdr	4.099906864992501e-5	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00035	cc_da	p_fdr	0.011259451332747306	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00036	cc_da	p_fdr	3.02398171162204e-13	Bacteroidia;NS9 marine group
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00036	cc_dv	p_fdr	0.05779666091278721	Bacteroidia;NS9 marine group
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00036	cc_da	p_fdr	1.180076718586914e-13	Bacteroidia;NS9 marine group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00036	cc_da	p_fdr	2.3343663901463555e-19	Bacteroidia;NS9 marine group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00036	cc_dv	p_fdr	0.031023396265679536	Bacteroidia;NS9 marine group
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00036	cc_da	p_fdr	2.6319688872930348e-17	Bacteroidia;NS9 marine group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00037	cc_da	p_fdr	0.010219436603962023	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00037	cc_dv	p_fdr	1.107289114026107e-4	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00037	cc_da	p_fdr	0.0010327168446714054	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00038	cc_da	p_fdr	3.487632012881218e-18	Bacteroidia;Formosa
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00038	cc_dv	p_fdr	7.285355027340417e-5	Bacteroidia;Formosa
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00038	cc_da	p_fdr	1.180076718586914e-13	Bacteroidia;Formosa
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00038	cc_da	p_fdr	5.127235794476836e-18	Bacteroidia;Formosa
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00038	cc_dv	p_fdr	4.5123731903751196e-5	Bacteroidia;Formosa
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00038	cc_da	p_fdr	1.878172281436567e-13	Bacteroidia;Formosa
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00039	cc_dv	p_fdr	0.01008047794333608	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00039	cc_da	p_fdr	0.08135425693368165	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00039	cc_dv	p_fdr	3.427035203813135e-7	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00039	cc_dv	p_fdr	0.08843678935880746	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00041	cc_dv	p_fdr	0.014626689802877306	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00041	cc_dv	p_fdr	0.09919696064256293	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00043	cc_dv	p_fdr	0.002334735814218865	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00043	cc_da	p_fdr	3.938540839510306e-14	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00043	cc_da	p_fdr	9.840508750197998e-5	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00043	cc_dv	p_fdr	0.04138281284818789	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00044	cc_dv	p_fdr	0.009173087794703924	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00044	cc_dv	p_fdr	0.0798106720729443	NA
