asv_id	label
ASV_08455	ASV_08455: Gammaproteobacteria; Coxiella
ASV_08456	ASV_08456: Archaea
ASV_08457	ASV_08457: Gammaproteobacteria; Oleispira
ASV_08458	ASV_08458: Planctomycetes; Pir4 lineage
ASV_08459	ASV_08459: Bacteria
ASV_08460	ASV_08460: Acidimicrobia; Actinomarinales
ASV_08461	ASV_08461: Bacteroidia; Saprospiraceae
ASV_08462	ASV_08462: Nanoarchaeia; Woesearchaeales
ASV_08463	ASV_08463: Gammaproteobacteria; Thiothrix
ASV_08464	ASV_08464: Alphaproteobacteria; Micavibrionales
ASV_08465	ASV_08465: Nanoarchaeia; SCGC AAA011-D5
ASV_08466	ASV_08466: Nanoarchaeia; SCGC AAA011-D5
ASV_08467	ASV_08467: Clostridia; Hungateiclostridiaceae
ASV_08468	ASV_08468: Nanoarchaeia; Woesearchaeales
ASV_08470	ASV_08470: Nanoarchaeia; SCGC AAA011-D5
ASV_08471	ASV_08471: Bacteroidia; Roseimarinus
ASV_08472	ASV_08472: Gammaproteobacteria; SZB50
ASV_08473	ASV_08473: Cyanobacteria; Trichodesmium IMS101
ASV_08474	ASV_08474: Gammaproteobacteria; Moraxellaceae
ASV_08476	ASV_08476: Nanoarchaeia; GW2011_GWC1_47_15
ASV_08477	ASV_08477: Bacteroidia; Flavobacteriaceae
ASV_08478	ASV_08478: Bacteroidia; NS9 marine group
ASV_08479	ASV_08479: Bacteria
ASV_08480	ASV_08480: Proteobacteria; Gammaproteobacteria
ASV_08481	ASV_08481: Gammaproteobacteria; Pseudomonadales
ASV_08482	ASV_08482: Proteobacteria; Alphaproteobacteria
ASV_08483	ASV_08483: Alphaproteobacteria; SM2D12
ASV_08485	ASV_08485: Gammaproteobacteria; BD1-7 clade
ASV_08486	ASV_08486: Planctomycetes; Pirellula
ASV_08487	ASV_08487: Campylobacteria; Sulfurimonas
ASV_08489	ASV_08489: Alphaproteobacteria; MD3-55
ASV_08490	ASV_08490: Bacteroidia; Amoebophilaceae
ASV_08491	ASV_08491: Bacilli; Turicibacter
ASV_08493	ASV_08493: Bacteria
ASV_08494	ASV_08494: Alphaproteobacteria; Micavibrionales
ASV_08496	ASV_08496: Alphaproteobacteria; Candidatus Megaira
ASV_08498	ASV_08498: Bacteroidia; Draconibacterium
ASV_08499	ASV_08499: Gammaproteobacteria; NKB5
ASV_08501	ASV_08501: Nanoarchaeia; Woesearchaeales
ASV_08502	ASV_08502: Gammaproteobacteria; EC3
ASV_08503	ASV_08503: Lentisphaeria; P.palmC41
ASV_08504	ASV_08504: Bacteroidia; Crocinitomicaceae
ASV_08505	ASV_08505: Alphaproteobacteria; Candidatus Megaira
ASV_08506	ASV_08506: Bdellovibrionia; Peredibacter
ASV_08509	ASV_08509: Bacteroidia; Bacteroidales
ASV_08510	ASV_08510: Bdellovibrionia; OM27 clade
ASV_08511	ASV_08511: Babeliae; Babeliales
ASV_08512	ASV_08512: Alphaproteobacteria; Micavibrionaceae
ASV_08514	ASV_08514: Bacteroidia; Macellibacteroides
ASV_08515	ASV_08515: Bacteria; NB1-j
ASV_08516	ASV_08516: Bacteroidia; Flammeovirga
ASV_08517	ASV_08517: Lentisphaeria; PRD18C08
ASV_08518	ASV_08518: Gammaproteobacteria; Legionella
ASV_08519	ASV_08519: Gammaproteobacteria; Alcanivorax
ASV_08520	ASV_08520: Nanoarchaeia; Woesearchaeales
ASV_08521	ASV_08521: Bacteroidia; Marinoscillum
ASV_08522	ASV_08522: Babeliae; Vermiphilaceae
ASV_08524	ASV_08524: Alphaproteobacteria; Rickettsiales
ASV_08526	ASV_08526: Proteobacteria; Alphaproteobacteria
ASV_08527	ASV_08527: Nanoarchaeia; Woesearchaeales
ASV_08528	ASV_08528: Lentisphaeria; BD2-3
ASV_08530	ASV_08530: Aenigmarchaeia; Aenigmarchaeales
ASV_08531	ASV_08531: Nanoarchaeia; SCGC AAA011-D5
ASV_08532	ASV_08532: Gammaproteobacteria; Pseudoalteromonas
ASV_08533	ASV_08533: Campylobacteria; Sulfurimonas
ASV_08534	ASV_08534: Bacteria
ASV_08535	ASV_08535: Bacteria; Margulisbacteria
ASV_08536	ASV_08536: Proteobacteria; Alphaproteobacteria
ASV_08537	ASV_08537: Alphaproteobacteria; SM2D12
ASV_08538	ASV_08538: Nanoarchaeia; Woesearchaeales
ASV_08539	ASV_08539: Planctomycetota; OM190
ASV_08540	ASV_08540: Bacteria
ASV_08542	ASV_08542: Alphaproteobacteria; Micavibrionaceae
ASV_08543	ASV_08543: Alphaproteobacteria; Rickettsiaceae
ASV_08545	ASV_08545: Nanoarchaeia; Woesearchaeales
ASV_08546	ASV_08546: Bacteroidia; Amoebophilaceae
ASV_08547	ASV_08547: Fibrobacteria; Fibrobacterales
ASV_08550	ASV_08550: Proteobacteria; Gammaproteobacteria
ASV_08551	ASV_08551: Bacteria; Marinimicrobia (SAR406 clade)
ASV_08552	ASV_08552: Alphaproteobacteria; Micavibrionaceae
ASV_08553	ASV_08553: Babeliae; Babeliales
ASV_08554	ASV_08554: Omnitrophia; Candidatus Omnitrophus
ASV_08555	ASV_08555: Bacteroidia; Saprospiraceae
ASV_08556	ASV_08556: Spirochaetia; Sediminispirochaeta
ASV_08557	ASV_08557: Omnitrophia; Candidatus Omnitrophus
ASV_08559	ASV_08559: Bacteroidia; Amoebophilaceae
ASV_08560	ASV_08560: Gracilibacteria; Candidatus Peribacteria
ASV_08561	ASV_08561: Nanoarchaeia; Woesearchaeales
ASV_08562	ASV_08562: Bacteria
ASV_08563	ASV_08563: Alphaproteobacteria; Parvularcula
ASV_08564	ASV_08564: Bdellovibrionia; Bacteriovoracaceae
ASV_08565	ASV_08565: Bacteroidota; Bacteroidia
ASV_08566	ASV_08566: Alphaproteobacteria; MD3-55
ASV_08567	ASV_08567: Nanoarchaeia; Woesearchaeales
ASV_08568	ASV_08568: Bacteroidia; Cyclobacteriaceae
ASV_08571	ASV_08571: Bacteria
ASV_08572	ASV_08572: Proteobacteria; Alphaproteobacteria
ASV_08573	ASV_08573: Nanoarchaeia; Woesearchaeales
ASV_08574	ASV_08574: Bacteroidia; Amoebophilaceae
ASV_08575	ASV_08575: Gammaproteobacteria; Thaumasiovibrio
ASV_08576	ASV_08576: Alphaproteobacteria; SAR11 Clade II
ASV_08577	ASV_08577: Nanoarchaeia; Woesearchaeales
ASV_08578	ASV_08578: Proteobacteria; Alphaproteobacteria
ASV_08579	ASV_08579: Nanoarchaeia; Woesearchaeales
ASV_08581	ASV_08581: Verrucomicrobiae; Cerasicoccus
ASV_08582	ASV_08582: Bacteroidia; Chitinophagales
ASV_08583	ASV_08583: Bacteroidia; Candidatus Amoebophilus
ASV_08584	ASV_08584: Alphaproteobacteria; Thalassospira
ASV_08585	ASV_08585: Elusimicrobiota; Lineage IIb
ASV_08586	ASV_08586: Nanoarchaeia; Woesearchaeales
ASV_08587	ASV_08587: Alphaproteobacteria; Terasakiellaceae
ASV_08588	ASV_08588: Proteobacteria; Gammaproteobacteria
ASV_08589	ASV_08589: Bacteroidia; Saprospiraceae
ASV_08590	ASV_08590: Omnitrophia; Omnitrophales
ASV_08591	ASV_08591: Acidimicrobia; Actinomarinales
ASV_08592	ASV_08592: Bdellovibrionia; Bdellovibrio
ASV_08593	ASV_08593: Thermoplasmata; Marine Benthic Group D and DHVEG-1
ASV_08594	ASV_08594: Spirochaetia; Salinispira
ASV_08596	ASV_08596: Nanoarchaeia; Woesearchaeales
ASV_08597	ASV_08597: Proteobacteria; Gammaproteobacteria
ASV_08598	ASV_08598: Bdellovibrionia; Bdellovibrio
ASV_08599	ASV_08599: Bacteroidia; Saprospiraceae
ASV_08600	ASV_08600: Spirochaetia; Spirochaetaceae
ASV_08601	ASV_08601: Bacteroidia; Lentimicrobiaceae
ASV_08602	ASV_08602: Bacteria; Bacteroidota
ASV_08603	ASV_08603: Cyanobacteria; Acrophormium PCC-7375
ASV_08604	ASV_08604: Desulfobacteria; Desulfatiglans
ASV_08605	ASV_08605: Lentisphaeria; Victivallaceae
ASV_08606	ASV_08606: Bacteroidia; Muricauda
ASV_08607	ASV_08607: Nanoarchaeia; Woesearchaeales
ASV_08608	ASV_08608: Bacteroidia; NS9 marine group
ASV_08609	ASV_08609: Bacteria
ASV_08610	ASV_08610: Nanoarchaeia; Woesearchaeales
ASV_08611	ASV_08611: Omnitrophia; Candidatus Omnitrophus
ASV_08612	ASV_08612: Bacteria; SAR324 clade(Marine group B)
ASV_08613	ASV_08613: Actinobacteria; PeM15
ASV_08615	ASV_08615: Clostridia; Defluviitalea
ASV_08617	ASV_08617: Bacteria
ASV_08618	ASV_08618: Proteobacteria; Alphaproteobacteria
ASV_08619	ASV_08619: Patescibacteria; Gracilibacteria
ASV_08620	ASV_08620: Spirochaetia; Spirochaeta 2
ASV_08621	ASV_08621: Alphaproteobacteria; SM2D12
ASV_08622	ASV_08622: Nanoarchaeia; Woesearchaeales
ASV_08623	ASV_08623: Bacteroidia; SB-5
ASV_08624	ASV_08624: Nanoarchaeia; Woesearchaeales
ASV_08625	ASV_08625: Nanoarchaeia; Woesearchaeales
ASV_08626	ASV_08626: Cyanobacteria; Vampirivibrionia
ASV_08627	ASV_08627: Bdellovibrionia; Peredibacter
ASV_08628	ASV_08628: Babeliae; Babeliales
ASV_08629	ASV_08629: Phycisphaerae; SG8-4
ASV_08630	ASV_08630: Nanoarchaeia; Woesearchaeales
ASV_08631	ASV_08631: Nanoarchaeia; Woesearchaeales
ASV_08632	ASV_08632: Nanoarchaeia; Woesearchaeales
ASV_08633	ASV_08633: Babeliae; Babeliales
ASV_08634	ASV_08634: Planctomycetes; Rubinisphaeraceae
ASV_08635	ASV_08635: Lentisphaeria; Victivallaceae
ASV_08636	ASV_08636: Verrucomicrobiae; Puniceicoccaceae
ASV_08637	ASV_08637: Bacteroidia; Saprospiraceae
ASV_08638	ASV_08638: Bacteroidia; Cytophagales
ASV_08639	ASV_08639: Cyanobacteria; Oscillatoriaceae
ASV_08640	ASV_08640: Alphaproteobacteria; Rickettsiaceae
ASV_08641	ASV_08641: Bacteroidia; Cryomorphaceae
ASV_08642	ASV_08642: Gracilibacteria; Absconditabacteriales (SR1)
ASV_08643	ASV_08643: Bacteroidia; Parabacteroides
ASV_08644	ASV_08644: Nanoarchaeia; Woesearchaeales
ASV_08645	ASV_08645: Gammaproteobacteria; EV818SWSAP88
ASV_08646	ASV_08646: Bacteria; Patescibacteria
ASV_08647	ASV_08647: Nanoarchaeia; SCGC AAA011-D5
ASV_08648	ASV_08648: Nanoarchaeia; Woesearchaeales
ASV_08649	ASV_08649: Nanoarchaeia; Woesearchaeales
ASV_08650	ASV_08650: Latescibacteria; Latescibacteraceae
ASV_08651	ASV_08651: Proteobacteria; Gammaproteobacteria
ASV_08652	ASV_08652: Proteobacteria; Gammaproteobacteria
ASV_08653	ASV_08653: Gammaproteobacteria; Cellvibrionaceae
ASV_08654	ASV_08654: Bacteria; Proteobacteria
ASV_08655	ASV_08655: Alphaproteobacteria; Terasakiellaceae
ASV_08656	ASV_08656: Oligoflexia; Oligoflexaceae
ASV_08657	ASV_08657: Aenigmarchaeia; Aenigmarchaeales
ASV_08658	ASV_08658: Nanoarchaeia; Woesearchaeales
ASV_08659	ASV_08659: Nanoarchaeia; Woesearchaeales
ASV_08660	ASV_08660: Planctomycetota; Pla4 lineage
ASV_08661	ASV_08661: Kiritimatiellae; WCHB1-41
ASV_08663	ASV_08663: Gracilibacteria; Candidatus Peribacteria
ASV_08664	ASV_08664: Bacteroidia; Bacteroidales
ASV_08665	ASV_08665: Nanoarchaeia; SCGC AAA011-D5
ASV_08666	ASV_08666: Gammaproteobacteria; Coxiella
ASV_08667	ASV_08667: Magnetococcia; Magnetococcus
ASV_08668	ASV_08668: Bacteroidia; Cytophagales
ASV_08669	ASV_08669: Alphaproteobacteria; MD3-55
ASV_08670	ASV_08670: Planctomycetota; vadinHA49
ASV_08671	ASV_08671: Verrucomicrobiae; Methylacidiphilaceae
ASV_08673	ASV_08673: Gammaproteobacteria; HOC36
ASV_08674	ASV_08674: Proteobacteria; Alphaproteobacteria
ASV_08675	ASV_08675: Brevinematia; Brevinema
ASV_08676	ASV_08676: Gracilibacteria; Candidatus Peribacteria
ASV_08677	ASV_08677: Nanoarchaeia; Woesearchaeales
ASV_08678	ASV_08678: Lentisphaeria; PRD18C08
ASV_08679	ASV_08679: Verrucomicrobiae; Rubritalea
ASV_08680	ASV_08680: Gammaproteobacteria; endosymbionts
ASV_08681	ASV_08681: Gracilibacteria; JGI 0000069-P22
ASV_08682	ASV_08682: Gammaproteobacteria; Legionellaceae
ASV_08683	ASV_08683: Nanoarchaeia; Woesearchaeales
ASV_08684	ASV_08684: Bdellovibrionia; Bdellovibrio
ASV_08685	ASV_08685: Oligoflexia; Oligoflexaceae
ASV_08686	ASV_08686: Proteobacteria; Gammaproteobacteria
ASV_08687	ASV_08687: Alphaproteobacteria; SM2D12
ASV_08688	ASV_08688: Babeliae; Babeliales
ASV_08689	ASV_08689: Gammaproteobacteria; Coxiella
ASV_08690	ASV_08690: Bacteroidia; Amoebophilaceae
ASV_08691	ASV_08691: Proteobacteria; Alphaproteobacteria
ASV_08692	ASV_08692: Proteobacteria; Gammaproteobacteria
ASV_08693	ASV_08693: Leptospirae; Turneriella
ASV_08694	ASV_08694: Babeliae; Babeliales
ASV_08695	ASV_08695: Proteobacteria; Alphaproteobacteria
ASV_08696	ASV_08696: Patescibacteria; Gracilibacteria
ASV_08697	ASV_08697: Nanoarchaeia; Woesearchaeales
ASV_08698	ASV_08698: Lentisphaeria; P.palmC41
ASV_08700	ASV_08700: Bacteroidota; Bacteroidia
ASV_08702	ASV_08702: Nanoarchaeia; Woesearchaeales
ASV_08703	ASV_08703: Gammaproteobacteria; Aquicella
ASV_08704	ASV_08704: Nanoarchaeia; Woesearchaeales
ASV_08705	ASV_08705: Nanoarchaeia; Woesearchaeales
ASV_08706	ASV_08706: Clostridia; Oscillospirales
ASV_08707	ASV_08707: Planctomycetes; Blastopirellula
ASV_08708	ASV_08708: Nanoarchaeia; Woesearchaeales
ASV_08709	ASV_08709: Proteobacteria; Alphaproteobacteria
ASV_08710	ASV_08710: Verrucomicrobiae; Roseibacillus
ASV_08711	ASV_08711: Thermoanaerobaculia; Subgroup 10
ASV_08712	ASV_08712: Bacteroidia; Flavobacteriales
ASV_08713	ASV_08713: Proteobacteria; Alphaproteobacteria
ASV_08714	ASV_08714: Bacteroidia; Marinilabiliaceae
ASV_08715	ASV_08715: Alphaproteobacteria; Parvularcula
ASV_08716	ASV_08716: Proteobacteria; Alphaproteobacteria
ASV_08717	ASV_08717: Alphaproteobacteria; Rickettsiaceae
ASV_08719	ASV_08719: Chlamydiae; Chlamydiaceae
ASV_08720	ASV_08720: Bacteroidia; Aureibacter
ASV_08721	ASV_08721: Bacteroidia; Amoebophilaceae
ASV_08722	ASV_08722: Kiritimatiellae; WCHB1-41
ASV_08723	ASV_08723: Rhodothermia; Rhodothermaceae
ASV_08724	ASV_08724: Nanoarchaeia; Woesearchaeales
ASV_08725	ASV_08725: Nanoarchaeia; Woesearchaeales
ASV_08726	ASV_08726: Desulfobacteria; Desulfosarcinaceae
ASV_08727	ASV_08727: Thermoanaerobaculia; Subgroup 10
ASV_08730	ASV_08730: Patescibacteria; Gracilibacteria
ASV_08731	ASV_08731: Nanoarchaeia; Woesearchaeales
ASV_08732	ASV_08732: Proteobacteria; Gammaproteobacteria
ASV_08733	ASV_08733: Lentisphaeria; BD2-3
ASV_08734	ASV_08734: Gammaproteobacteria; D90
ASV_08735	ASV_08735: Acidimicrobia; Ilumatobacteraceae
ASV_08736	ASV_08736: Nanoarchaeia; Woesearchaeales
ASV_08737	ASV_08737: Alphaproteobacteria; Rhizobiales
ASV_08738	ASV_08738: Alphaproteobacteria; Micavibrionaceae
ASV_08740	ASV_08740: Nanoarchaeia; Woesearchaeales
ASV_08741	ASV_08741: Gammaproteobacteria; Candidatus Endoecteinascidia
ASV_08742	ASV_08742: Planctomycetes; Pirellula
ASV_08743	ASV_08743: Bacteria; SAR324 clade(Marine group B)
ASV_08744	ASV_08744: Bacteroidia; Amoebophilaceae
ASV_08745	ASV_08745: Bdellovibrionia; Peredibacter
ASV_08746	ASV_08746: Chlamydiae; Simkaniaceae
ASV_08747	ASV_08747: Patescibacteria; Gracilibacteria
ASV_08748	ASV_08748: Bacteroidota; Bacteroidia
ASV_08749	ASV_08749: Proteobacteria; Gammaproteobacteria
ASV_08750	ASV_08750: Alphaproteobacteria; Candidatus Cryptoprodotis
ASV_08751	ASV_08751: Proteobacteria; Gammaproteobacteria
ASV_08752	ASV_08752: Vampirivibrionia; Vampirovibrionales
ASV_08753	ASV_08753: Nanoarchaeia; Woesearchaeales
ASV_08754	ASV_08754: Verrucomicrobiae; Rubritaleaceae
ASV_08755	ASV_08755: Bacteroidia; Flavobacteriales
ASV_08756	ASV_08756: Bacteria; Proteobacteria
ASV_08758	ASV_08758: Planctomycetota; Phycisphaerae
ASV_08759	ASV_08759: Cyanobacteria; Cyanobacteria
ASV_08760	ASV_08760: Bacteria
ASV_08761	ASV_08761: Alphaproteobacteria; Paracaedibacteraceae
ASV_08762	ASV_08762: Polyangia; Sandaracinaceae
ASV_08763	ASV_08763: Alphaproteobacteria; Rickettsiaceae
ASV_08764	ASV_08764: Nanoarchaeia; Woesearchaeales
ASV_08765	ASV_08765: Nanoarchaeia; Woesearchaeales
ASV_08766	ASV_08766: Planctomycetes; Rhodopirellula
ASV_08767	ASV_08767: Nanoarchaeia; Woesearchaeales
ASV_08768	ASV_08768: Alphaproteobacteria; SM2D12
ASV_08769	ASV_08769: Nanoarchaeia; Woesearchaeales
ASV_08770	ASV_08770: Bacteria; Desulfobacterota
ASV_08772	ASV_08772: Bacilli; Izemoplasmatales
ASV_08773	ASV_08773: Bacteria; Marinimicrobia (SAR406 clade)
ASV_08774	ASV_08774: Verrucomicrobiae; Persicirhabdus
ASV_08775	ASV_08775: Nanoarchaeia; Woesearchaeales
ASV_08776	ASV_08776: Bacteroidia; Amoebophilaceae
ASV_08777	ASV_08777: Bacteria
ASV_08778	ASV_08778: Gammaproteobacteria; Coxiella
ASV_08779	ASV_08779: Bacteria; WPS-2
ASV_08780	ASV_08780: Babeliae; Babeliales
ASV_08781	ASV_08781: Bacteria; Proteobacteria
ASV_08782	ASV_08782: Nanoarchaeia; Woesearchaeales
ASV_08783	ASV_08783: Planctomycetes; Pirellulaceae
ASV_08784	ASV_08784: Nanoarchaeia; Woesearchaeales
ASV_08785	ASV_08785: Patescibacteria; Gracilibacteria
ASV_08786	ASV_08786: Nanoarchaeia; Woesearchaeales
ASV_08787	ASV_08787: Alphaproteobacteria; Rickettsiaceae
ASV_08788	ASV_08788: Lentisphaeria; P.palmC41
ASV_08789	ASV_08789: Gammaproteobacteria; Thiotrichaceae
ASV_08790	ASV_08790: Parcubacteria; Candidatus Kaiserbacteria
ASV_08791	ASV_08791: Nanoarchaeia; Woesearchaeales
ASV_08792	ASV_08792: Nanoarchaeia; SCGC AAA011-D5
ASV_08793	ASV_08793: Gammaproteobacteria; Legionella
ASV_08794	ASV_08794: Gracilibacteria; Candidatus Peribacteria
ASV_08795	ASV_08795: Nanoarchaeia; Woesearchaeales
ASV_08796	ASV_08796: Proteobacteria; Gammaproteobacteria
ASV_08797	ASV_08797: Planctomycetota; OM190
ASV_08798	ASV_08798: Bacteria; Proteobacteria
ASV_08800	ASV_08800: Chitinivibrionia; possible genus 03
ASV_08801	ASV_08801: Anaerolineae; Ardenticatenaceae
ASV_08802	ASV_08802: Bacteroidota; Bacteroidia
ASV_08803	ASV_08803: Latescibacteria; Latescibacteraceae
ASV_08804	ASV_08804: Nanoarchaeia; Woesearchaeales
ASV_08805	ASV_08805: Phycisphaerae; mle1-8
ASV_08806	ASV_08806: Calditrichia; Caldithrix
ASV_08807	ASV_08807: Spirochaetia; GWE2-31-10
ASV_08808	ASV_08808: Verrucomicrobiae; Verruc-01
ASV_08809	ASV_08809: Planctomycetes; Rhodopirellula
ASV_08810	ASV_08810: Planctomycetes; Pirellula
ASV_08811	ASV_08811: Bacteroidia; Reichenbachiella
ASV_08812	ASV_08812: Verrucomicrobiae; SCGC AAA164-E04
ASV_08813	ASV_08813: Planctomycetota; vadinHA49
ASV_08814	ASV_08814: Gracilibacteria; JGI 0000069-P22
ASV_08815	ASV_08815: Bdellovibrionia; Bacteriovoracaceae
ASV_08816	ASV_08816: Nanoarchaeia; Woesearchaeales
ASV_08817	ASV_08817: Nanoarchaeia; Woesearchaeales
ASV_08818	ASV_08818: Gracilibacteria; Absconditabacteriales (SR1)
ASV_08819	ASV_08819: Gammaproteobacteria; Coxiella
ASV_08820	ASV_08820: Crenarchaeota; Bathyarchaeia
ASV_08821	ASV_08821: Aminicenantia; Aminicenantales
ASV_08822	ASV_08822: Proteobacteria; Gammaproteobacteria
ASV_08823	ASV_08823: Verrucomicrobiae; Verruc-01
ASV_08824	ASV_08824: Clostridia; Lachnospiraceae
ASV_08825	ASV_08825: Bacteria
ASV_08826	ASV_08826: Nanoarchaeia; Woesearchaeales
ASV_08827	ASV_08827: Nanoarchaeia; Woesearchaeales
ASV_08829	ASV_08829: Thermoanaerobaculia; Subgroup 10
ASV_08830	ASV_08830: Ignavibacteria; IheB3-7
ASV_08831	ASV_08831: Nanoarchaeia; Woesearchaeales
ASV_08832	ASV_08832: Crenarchaeota; Bathyarchaeia
ASV_08833	ASV_08833: Calditrichia; Calditrichaceae
ASV_08834	ASV_08834: Bacteria
ASV_08836	ASV_08836: Dadabacteria; Dadabacteriales
ASV_08837	ASV_08837: Bacteria
ASV_08838	ASV_08838: Bacilli; Izemoplasmatales
ASV_08839	ASV_08839: Proteobacteria; Alphaproteobacteria
ASV_08840	ASV_08840: Patescibacteria; Parcubacteria
ASV_08841	ASV_08841: Planctomycetota; vadinHA49
ASV_08842	ASV_08842: Bacteria; SAR324 clade(Marine group B)
ASV_08843	ASV_08843: Bacteria; NKB15
ASV_08844	ASV_08844: Verrucomicrobiae; Rubritalea
ASV_08845	ASV_08845: Phycisphaerae; Phycisphaeraceae
ASV_08846	ASV_08846: Proteobacteria; Alphaproteobacteria
ASV_08847	ASV_08847: Proteobacteria; Alphaproteobacteria
ASV_08848	ASV_08848: Bacteria
ASV_08849	ASV_08849: Nanoarchaeia; Woesearchaeales
ASV_08850	ASV_08850: Bacteroidia; Flavobacteriaceae
ASV_08851	ASV_08851: Bacteroidia; Lentimicrobiaceae
ASV_08852	ASV_08852: Gammaproteobacteria; Coxiella
ASV_08853	ASV_08853: Nanoarchaeia; Woesearchaeales
ASV_08854	ASV_08854: Bacteria
ASV_08855	ASV_08855: Planctomycetes; Pirellula
ASV_08856	ASV_08856: Nanoarchaeia; Woesearchaeales
ASV_08858	ASV_08858: Planctomycetes; Pirellulaceae
ASV_08859	ASV_08859: Omnitrophia; Omnitrophales
ASV_08860	ASV_08860: Verrucomicrobiota; Verrucomicrobiae
ASV_08861	ASV_08861: Nanoarchaeia; SCGC AAA011-D5
ASV_08862	ASV_08862: Proteobacteria; Gammaproteobacteria
ASV_08863	ASV_08863: Nanoarchaeia; Woesearchaeales
ASV_08864	ASV_08864: Verrucomicrobiae; Diplosphaera
ASV_08865	ASV_08865: Desulfovibrionia; Desulfovibrio
ASV_08866	ASV_08866: Bacteroidia; Psychroflexus
ASV_08867	ASV_08867: Desulfobulbia; Desulfocapsaceae
ASV_08869	ASV_08869: Nanoarchaeia; Woesearchaeales
ASV_08870	ASV_08870: Kiritimatiellae; R76-B128
ASV_08872	ASV_08872: Bacteroidia; Chitinophagales
ASV_08873	ASV_08873: Kiritimatiellae; WCHB1-41
ASV_08874	ASV_08874: Bdellovibrionia; Bacteriovoracaceae
ASV_08876	ASV_08876: Nanoarchaeia; Woesearchaeales
ASV_08877	ASV_08877: Planctomycetota; OM190
ASV_08878	ASV_08878: Nanoarchaeia; Woesearchaeales
ASV_08879	ASV_08879: Planctomycetes; Gimesiaceae
ASV_08880	ASV_08880: Polyangia; Sandaracinaceae
ASV_08881	ASV_08881: Proteobacteria; Gammaproteobacteria
ASV_08882	ASV_08882: Altiarchaeia; Candidatus Altiarchaeum
ASV_08883	ASV_08883: Nanoarchaeia; Woesearchaeales
ASV_08884	ASV_08884: Proteobacteria; Gammaproteobacteria
ASV_08886	ASV_08886: Nanoarchaeia; Woesearchaeales
ASV_08887	ASV_08887: Fibrobacteria; TG3
ASV_08888	ASV_08888: Desulfobacteria; Desulfobacter
ASV_08889	ASV_08889: Nanoarchaeia; Woesearchaeales
ASV_08890	ASV_08890: Bacteroidia; Marinifilum
ASV_08891	ASV_08891: Bacteria; Margulisbacteria
ASV_08892	ASV_08892: Proteobacteria; Alphaproteobacteria
ASV_08893	ASV_08893: Babeliae; Babeliales
ASV_08894	ASV_08894: Alphaproteobacteria; Parvularcula
ASV_08895	ASV_08895: Clostridia; Anaerococcus
ASV_08896	ASV_08896: Verrucomicrobiae; Roseibacillus
ASV_08897	ASV_08897: Proteobacteria; Gammaproteobacteria
ASV_08898	ASV_08898: Gammaproteobacteria; Candidatus Berkiella
ASV_08899	ASV_08899: Proteobacteria; Gammaproteobacteria
ASV_08900	ASV_08900: Nanoarchaeia; Woesearchaeales
ASV_08901	ASV_08901: Planctomycetes; Blastopirellula
ASV_08902	ASV_08902: Spirochaetia; Spirochaetaceae
ASV_08903	ASV_08903: Nanoarchaeia; Woesearchaeales
ASV_08904	ASV_08904: Proteobacteria; Gammaproteobacteria
ASV_08905	ASV_08905: Bacteroidia; Odoribacter
ASV_08906	ASV_08906: Omnitrophia; Candidatus Omnitrophus
ASV_08907	ASV_08907: Gammaproteobacteria; Cellvibrionaceae
ASV_08908	ASV_08908: Nanoarchaeia; Woesearchaeales
ASV_08911	ASV_08911: Nanoarchaeia; Woesearchaeales
ASV_08912	ASV_08912: Lentisphaeria; Lentisphaera
ASV_08914	ASV_08914: Gammaproteobacteria; Francisella
ASV_08915	ASV_08915: Nanoarchaeia; AR15
ASV_08916	ASV_08916: Bacteroidia; Marinifilum
ASV_08917	ASV_08917: Alphaproteobacteria; Candidatus Finniella
ASV_08918	ASV_08918: Bacteria
ASV_08919	ASV_08919: Chitinivibrionia; possible genus 03
ASV_08920	ASV_08920: Nanoarchaeia; Woesearchaeales
ASV_08921	ASV_08921: Gammaproteobacteria; Nitrincolaceae
ASV_08922	ASV_08922: Proteobacteria; Alphaproteobacteria
ASV_08924	ASV_08924: Bacteria
ASV_08925	ASV_08925: Nanoarchaeia; Woesearchaeales
ASV_08926	ASV_08926: Spirochaetia; Spirochaeta 2
ASV_08927	ASV_08927: Planctomycetes; Rubinisphaeraceae
ASV_08928	ASV_08928: Bacteria; Latescibacterota
ASV_08929	ASV_08929: Bacteria
ASV_08930	ASV_08930: Bacteroidia; NS9 marine group
ASV_08931	ASV_08931: Gammaproteobacteria; Diplorickettsiaceae
ASV_08932	ASV_08932: Gammaproteobacteria; Pseudomonadales
ASV_08933	ASV_08933: Proteobacteria; Alphaproteobacteria
ASV_08934	ASV_08934: Thermococci; Methanofastidiosales
ASV_08935	ASV_08935: Kiritimatiellae; MSBL3
ASV_08936	ASV_08936: Nanoarchaeia; SCGC AAA011-D5
ASV_08937	ASV_08937: Alphaproteobacteria; Rickettsiaceae
ASV_08938	ASV_08938: Gammaproteobacteria; Methylotenera
ASV_08939	ASV_08939: Proteobacteria; Gammaproteobacteria
ASV_08940	ASV_08940: Nanoarchaeia; Woesearchaeales
ASV_08941	ASV_08941: Gracilibacteria; Absconditabacteriales (SR1)
ASV_08942	ASV_08942: Vampirivibrionia; Vampirovibrionales
ASV_08943	ASV_08943: Bdellovibrionia; Bacteriovoracaceae
