asv_id	NMDS1	NMDS2	taxonomy	Domain	Phylum	Class	Order	Family	Genus	color	abund_0.01_316	sda_asvs_181	sda_abund_asvs_36
ASV_00316	-2.0531707962076746	0.15652604413821303	ASV_00316: Bacteroidia; Flavobacteriaceae	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae	#FFB97C	232	NA	NA
ASV_00321	-1.189986671012997	0.3264799696228858	ASV_00321: Bacteroidia; Aureicoccus	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureicoccus	#FFB97C	234	160	NA
ASV_00322	-0.3977997545150894	-0.139944663382671	ASV_00322: Gammaproteobacteria; Vibrio	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	#FF9861	235	NA	NA
ASV_00323	-0.3989817991097738	0.3583395299772874	ASV_00323: Alphaproteobacteria; Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	#FF8450	228	NA	NA
ASV_00339	-1.8354470239231504	-0.18278205774142428	ASV_00339: Gammaproteobacteria; Aestuariibacter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Aestuariibacter	#FF9861	243	NA	NA
ASV_00341	-1.929219752276938	0.18495492305047745	ASV_00341: Bacteroidia; Bacteroides	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#FFDBB6	225	NA	NA
ASV_00343	0.8022099624629184	-0.01731953933571828	ASV_00343: Alphaproteobacteria; SAR11 Clade Ia	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	#FFDCAD	244	NA	NA
ASV_00345	-0.17297453936725565	0.0876226053220486	ASV_00345: Bacteroidia; NS4 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	#FFB97C	254	NA	NA
ASV_00348	-2.029793914947186	-0.02120797048158255	ASV_00348: Alphaproteobacteria; Aestuariicoccus	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aestuariicoccus	#FF9660	237	NA	NA
ASV_00349	0.35592199028486615	0.17485890994787523	ASV_00349: Fusobacteria; Propionigenium	Bacteria	Fusobacteriota	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Propionigenium	#F367E7	251	NA	NA
ASV_00351	0.05446680678392716	-0.4651963537199789	ASV_00351: Bacteroidia; NS9 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NS9 marine group	#FFB97C	265	NA	NA
ASV_00352	0.0999817077160292	0.2235719542117136	ASV_00352: Bacteroidia; Cyclobacteriaceae	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae	#FFDAB4	246	NA	NA
ASV_00357	-2.0262548454375757	-0.05134213939079318	ASV_00357: Alphaproteobacteria; Rhodobacteraceae	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae	#FF9660	238	NA	NA
ASV_00359	0.6756167327725142	-0.02403728997108218	ASV_00359: Myxococcia; P3OB-42	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	#A400B0	250	NA	NA
ASV_00362	0.4570206635859837	0.09131534822758414	ASV_00362: Gammaproteobacteria; Rheinheimera	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	#FF9861	241	NA	NA
ASV_00365	-2.184625701780634	0.14187360138594934	ASV_00365: Bacteroidia; NS4 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	#FFB97C	247	NA	NA
ASV_00368	0.8445725047947821	-0.04003467361138196	ASV_00368: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	255	NA	NA
ASV_00369	-1.7826604537881294	0.34246507099654055	ASV_00369: Bacteroidia; Flavobacteriaceae	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae	#FFB97C	253	NA	NA
ASV_00372	-1.6776766961805365	-0.01905890091807441	ASV_00372: Bacteroidia; Mesoflavibacter	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	#FFB97C	239	NA	NA
ASV_00373	0.3817312021996668	0.2677116457801465	ASV_00373: Gammaproteobacteria; Pseudomonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	#FF945E	242	NA	NA
ASV_00376	-0.4893823621046445	0.25014796818140156	ASV_00376: Gammaproteobacteria; OM60(NOR5) clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade	#FF945E	252	NA	NA
ASV_00382	-0.37336654092302135	0.2728164194241211	ASV_00382: Alphaproteobacteria; Sphingobium	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	#FF8752	270	NA	NA
ASV_00388	0.6285517503558661	0.4361937849220612	ASV_00388: Gammaproteobacteria; Pseudomonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	#FF945E	249	NA	NA
ASV_00389	-1.6994038969218042	0.22543113060948575	ASV_00389: Alphaproteobacteria; Holosporaceae	Bacteria	Pseudomonadota	Alphaproteobacteria	Holosporales	Holosporaceae	Holosporaceae	#FFD199	258	164	NA
ASV_00391	0.932001229351594	-0.0772443256558044	ASV_00391: Alphaproteobacteria; SAR11 Clade II	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	#FFDCAD	276	NA	NA
ASV_00395	0.03641036289349415	0.24212730690624856	ASV_00395: Alphaproteobacteria; Ascidiaceihabitans	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans	#FF9660	262	NA	NA
ASV_00396	0.9365173962797696	-0.06066896605056484	ASV_00396: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	259	NA	NA
ASV_00398	-1.9989153395574473	0.264870889385675	ASV_00398: Alphaproteobacteria; Stappiaceae	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappiaceae	#FF8450	256	NA	NA
ASV_00399	-1.8696027448029304	0.15147003570591674	ASV_00399: Alphaproteobacteria; Celeribacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	#FF9660	260	NA	NA
ASV_00400	-1.3808929021684109	-0.5278850224371299	ASV_00400: Gammaproteobacteria; Thiomicrorhabdus	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	#FF7E4D	267	NA	NA
ASV_00401	0.857210169979048	-0.3399533242506983	ASV_00401: Alphaproteobacteria; SAR11 Clade II	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	#FFDCAD	288	NA	NA
ASV_00404	0.3223872280538026	0.08457986757423516	ASV_00404: Gammaproteobacteria; Endozoicomonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	#FF945E	257	NA	NA
ASV_00418	0.861749288004972	0.03986377292416444	ASV_00418: Bacteroidia; Marinoscillum	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	#FFDAB4	264	NA	NA
ASV_00432	0.6254538959234054	-0.14353619392256184	ASV_00432: Gammaproteobacteria; Marinobacter	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	#FF945E	263	NA	NA
ASV_00438	0.16049201970658902	0.11946397652531134	ASV_00438: Thermoplasmata; Marine Group II	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	Marine Group II	Marine Group II	#0CD497	261	NA	NA
ASV_00442	-1.049238447983447	0.11619778937148864	ASV_00442: Bacteroidia; Saprospiraceae	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae	#FFEEDC	268	NA	NA
ASV_00444	-1.80788640730082	-0.542458876598827	ASV_00444: Gammaproteobacteria; Thiomicrorhabdus	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	#FF7E4D	273	NA	NA
ASV_00445	-1.9414214666080505	0.2900975605448249	ASV_00445: Cyanobacteria; Oscillatoriaceae	Bacteria	Cyanobacteria	Cyanobacteria	Cyanobacteriales	Oscillatoriaceae	Oscillatoriaceae	#BCFEAD	274	NA	NA
ASV_00455	-2.095256743819638	-1.707419963629199	ASV_00455: Bacteroidia; Cryomorphaceae	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae	#FFB97C	284	NA	NA
ASV_00464	0.1539363812441589	-0.08739782991881773	ASV_00464: Bacteroidia; Leeuwenhoekiella	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	#FFB97C	266	NA	NA
ASV_00474	-1.9851403408627892	-0.0720729375847154	ASV_00474: Actinobacteria; Microbacteriaceae	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacteriaceae	#00ACF9	269	NA	NA
ASV_00512	-1.720563135482356	-0.15454033880921297	ASV_00512: Bacteroidia; Crocinitomix	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	#FFB97C	279	173	NA
ASV_00515	-2.2984146658325826	-0.09764709593910484	ASV_00515: Cyanobacteria; Synechococcus CC9902	Bacteria	Cyanobacteria	Cyanobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	#C1FEB3	277	NA	NA
ASV_00520	0.4593677400461311	0.32386332925611333	ASV_00520: Gammaproteobacteria; Photobacterium	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	#FF9861	271	NA	NA
ASV_00525	-1.8430612240523652	0.7631658554125563	ASV_00525: Bacteroidia; Flavicella	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavicella	#FFB97C	281	NA	NA
ASV_00527	-1.9366066065475676	0.2842970782243166	ASV_00527: Alphaproteobacteria; Leisingera	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	#FF9660	272	NA	NA
ASV_00536	0.7600594833116733	-0.2546350984459582	ASV_00536: Alphaproteobacteria; SAR11 Clade Ia	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	#FFDCAD	278	NA	NA
ASV_00551	0.961624639076474	-0.03935898464174847	ASV_00551: Alphaproteobacteria; Candidatus Puniceispirillum	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	Candidatus Puniceispirillum	#FF8D57	280	NA	NA
ASV_00554	-2.229155654106015	0.494026948925772	ASV_00554: Alphaproteobacteria; Rhodobacteraceae	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae	#FF9660	275	NA	NA
ASV_00580	-1.5152046499994511	0.07589588107056469	ASV_00580: Alphaproteobacteria; Holosporaceae	Bacteria	Pseudomonadota	Alphaproteobacteria	Holosporales	Holosporaceae	Holosporaceae	#FFD199	286	NA	NA
ASV_00589	0.4675475733209398	-0.3595855171259498	ASV_00589: Alphaproteobacteria; PS1 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	PS1 clade	PS1 clade	#FFDAAA	282	NA	NA
ASV_00630	-1.7825422510650146	0.4845262287019612	ASV_00630: Clostridia; Clostridium sensu stricto 1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	#FF4209	283	178	NA
ASV_00648	-2.3493690928189657	-0.3016711341952849	ASV_00648: Bacteroidia; Flavobacteriaceae	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae	#FFB97C	287	NA	NA
ASV_00660	0.6865805298182425	0.4060364851393702	ASV_00660: Gammaproteobacteria; Pseudomonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	#FF945E	290	NA	NA
ASV_00687	0.8181679963093362	0.26984972571813165	ASV_00687: Fusobacteria; Propionigenium	Bacteria	Fusobacteriota	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Propionigenium	#F367E7	285	NA	NA
ASV_00692	-2.1519176687219637	1.2750895427672717	ASV_00692: Bacteroidia; Bacteroides	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#FFDBB6	289	NA	NA
ASV_00721	-1.177685482649441	1.75464787078839	ASV_00721: Bacteroidia; Flavobacteriaceae	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae	#FFB97C	293	NA	NA
ASV_00726	0.7528242420359317	0.2490257784936609	ASV_00726: Gammaproteobacteria; Pseudomonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	#FF945E	292	NA	NA
ASV_00783	-2.139130015452561	0.07537607350880517	ASV_00783: Bacteroidia; Muribaculaceae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	#FFDBB6	294	NA	NA
ASV_00795	-1.086775329784548	1.1975790694758086	ASV_00795: Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	NA	295	NA	NA
ASV_00813	-1.2389540798459855	1.8187161021815863	ASV_00813: Proteobacteria; Gammaproteobacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	#FFF6E9	296	NA	NA
ASV_00864	-1.4529863909872949	1.2989540499469647	ASV_00864: Bacteroidia; Bacteroides	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#FFDBB6	302	NA	NA
ASV_00898	-1.2389540798459855	1.8187161021815863	ASV_00898: Bacteroidia; Flavobacteriaceae	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae	#FFB97C	298	NA	NA
ASV_00899	-1.2389540798459855	1.8187161021815863	ASV_00899: Alphaproteobacteria; MD3-55	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Fokiniaceae	MD3-55	#FF633C	299	NA	NA
ASV_00911	-1.2389540798459855	1.8187161021815863	ASV_00911: Gammaproteobacteria; Enterobacterales	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacterales	Enterobacterales	#FF9861	305	NA	NA
ASV_00917	-0.9986776850497684	1.578186330608616	ASV_00917: Bacteroidia; Amoebophilaceae	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Amoebophilaceae	#FFDAB4	301	NA	NA
ASV_00921	0.9461532287636438	0.14116183913089927	ASV_00921: Bacteroidia; NS5 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	#FFB97C	306	NA	NA
ASV_00924	-1.2389540798459855	1.8187161021815863	ASV_00924: Clostridia; Defluviitaleaceae UCG-011	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011	#CD0300	300	NA	NA
ASV_00936	-1.2389540798459855	1.8187161021815863	ASV_00936: Campylobacteria; Arcobacteraceae	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacteraceae	#0DE788	303	NA	NA
ASV_00942	-1.8045617495810833	0.7922623198296213	ASV_00942: Bacteroidia; Muribaculaceae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	#FFDBB6	297	NA	NA
ASV_00970	-1.4153985016930422	1.636899790134684	ASV_00970: Alphaproteobacteria; Filomicrobium	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Filomicrobium	#FF6A40	304	NA	NA
ASV_01026	-1.95032749581429	1.7280969646695332	ASV_01026: Bacteroidia; NS7 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7 marine group	NS7 marine group	#FFB97C	307	NA	NA
ASV_01044	-1.2389540798459855	1.8187161021815863	ASV_01044: Gammaproteobacteria; HOC36	Bacteria	Pseudomonadota	Gammaproteobacteria	HOC36	HOC36	HOC36	#FFEED6	310	NA	NA
ASV_01082	-1.95032749581429	1.7280969646695332	ASV_01082: Bacteroidia; Saprospiraceae	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae	#FFEEDC	308	NA	NA
ASV_01098	0.9461532287636438	0.14116183913089927	ASV_01098: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	313	NA	NA
ASV_01139	0.949093058508602	-0.13034016311774071	ASV_01139: Alphaproteobacteria; SAR11 Clade Ia	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	#FFDCAD	315	NA	NA
ASV_01156	-1.95032749581429	1.7280969646695332	ASV_01156: Campylobacteria; Halarcobacter	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	#0DE788	316	NA	NA
ASV_01168	-1.95032749581429	1.7280969646695332	ASV_01168: Bacteroidia; Tenacibaculum	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	#FFB97C	311	NA	NA
ASV_01169	-1.2389540798459855	1.8187161021815863	ASV_01169: Gammaproteobacteria; Pseudomonadales	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadales	#FF945E	314	NA	NA
ASV_01175	-1.95032749581429	1.7280969646695332	ASV_01175: Clostridia; Eubacterium	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	#CF0600	312	NA	NA
ASV_02877	0.7425240407160696	0.7128024444297522	ASV_02877: Bacteroidia; Cyclobacteriaceae	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae	#FFDAB4	309	NA	NA
