contrast	hold	variable	asv_id	p_val	p_fdr	test	q_cutoff	p_adj	taxon_resolution
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00151	0.5064131404573278	0.8430207327642792	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00151	0.023838903172382322	0.12175572033497749	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00153	0.8506397054247846	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00153	0.0023635218254269954	0.0326953852517401	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00153	0.04006291423840398	0.17687034730436127	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00153	0.4466471387815455	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00153	0.032629596392639265	0.16394382577765093	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00153	4.906130132403584e-4	0.0050843053953681695	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00154	0.32721772976979174	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00154	0.021601756246003957	0.1862800798356705	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00154	0.0054180878790483335	0.03890578766160008	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00154	0.40762928270922955	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00154	9.620483651074168e-6	1.3826648596194967e-4	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00154	0.0022226772213248796	0.016549572563599707	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00155	0.3858805560771421	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00155	0.2635868646172896	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00155	0.010029438636862774	0.0680645707232128	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00155	0.14902085863626438	0.8792414218364547	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00155	0.026185446626812874	0.1395052242704341	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00155	0.01580941290887456	0.08801997457373405	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00156	0.5489353926519889	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00156	0.2953378136376151	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00156	0.42049138990205115	0.7807254466717212	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00156	0.6478382819578187	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00156	0.2498649129961	0.6031895165296477	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00156	0.27079893575628466	0.8479297323292271	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00158	0.9411210467316119	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00158	0.005995393063585068	0.06420872571323362	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00158	3.2642073500414582e-6	5.051570253698085e-5	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00158	0.09172953993579058	0.6798314674396589	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00158	0.015022377981911146	0.09191910487941672	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00158	0.17587743656762309	0.6328823103802071	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00159	0.2503057752213175	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00159	0.7061890753164655	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00159	0.03432300039442211	0.15615655141279067	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00159	0.30908221429164184	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00159	0.09427287734221494	0.34473750412715287	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00159	0.431758361397376	0.999452425904526	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00161	0.7426790025057134	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00161	9.026923718443655e-6	6.201531698740329e-4	cc_dv	1.3084953756601115e-4	9.026923718443655e-6	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00161	0.022967609904904873	0.12558436241581014	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00161	0.2264077504338157	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00161	7.744951321787428e-4	0.007478718620100985	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00161	0.0023161604588724286	0.01664403678585071	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00163	0.2797144432988314	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00163	1.3968082248157275e-4	0.004032524614250622	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00163	0.1104815475475471	0.35866842455251857	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00163	0.09879573150752319	0.7009792378390931	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00163	0.20490898353829395	0.543492497110153	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00163	5.615067236446288e-7	3.286077072671539e-5	cc_dv	6.2267921629380055e-6	5.615067236446288e-7	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00164	0.8864147598678396	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00164	0.3606590671731523	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00164	0.062088420952899355	0.23569871903138864	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00164	0.7883469040993337	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00164	0.01654013578737163	0.09828657612111219	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00164	0.41566949052149893	0.999452425904526	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00165	0.4752332338955879	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00165	0.6493093143818737	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00165	0.00257337866645434	0.02160188289023643	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00165	0.48967344578686917	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00165	8.164907693091556e-4	0.007732387244007976	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00165	0.13082113933300477	0.49526776000568484	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00167	0.023672100636116116	0.9932885690059501	cc_da	0.05122168908811862	0.023672100636116116	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00167	0.215807927200551	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00167	0.0030864934696689292	0.024858785242198405	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00167	0.006317348621924616	0.09997384888435883	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00167	0.018044949816968296	0.1052054621404378	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00167	2.3674952527089754e-4	0.0028688471885767583	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00168	0.9137581643441816	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00168	0.6014447187575062	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00168	0.1509075661720481	0.424293009760979	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00168	0.004072809227449604	0.07830304192128916	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00168	0.11987275719513649	0.4146224315969232	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00168	0.015808670578434804	0.08801997457373405	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00171	0.9378825831138642	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00171	0.7494817725902706	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00171	0.34463202191356507	0.6986417859200162	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00171	0.8064716070283466	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00171	0.3559458888602564	0.727671829282856	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00171	0.9794109658428574	0.999452425904526	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00172	0.6721200858791687	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00172	0.14974234133930495	0.8645992578199869	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00172	0.1637281078282463	0.4456543644239921	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00172	0.6915961599780981	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00172	0.1802976018650255	0.5019095403269629	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00172	0.4500178166248627	0.999452425904526	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00173	0.4323412158335085	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00173	0.2131357368880175	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00173	0.7745297867805019	0.9709648737145097	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00173	0.7530361834787026	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00173	0.6943273063612283	0.9213326177910353	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00173	0.12286875435549947	0.4745805636981167	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00175	0.5901541227290116	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00175	0.08334110998836458	0.5425342846301381	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00175	0.6269770648991835	0.9009253877358431	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00175	0.6835125836616072	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00175	0.34592873275548364	0.719896143224796	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00175	0.05911942156677525	0.26112302044020363	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00176	0.5980427399457382	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00176	0.9112601976937069	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00176	0.02253677674526769	0.12553195271195836	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00176	0.09353385961418126	0.6798314674396589	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00176	0.00799391329254175	0.052298753409216754	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00176	0.023305535708175625	0.12103210981220619	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00177	0.14389855430439608	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00177	0.5654810847747244	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00177	0.010595501506576187	0.07095414492044279	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00177	0.754295315270845	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00177	0.10313851042279895	0.3687361371873359	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00177	0.9317720734289618	0.999452425904526	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00178	0.7017644114800967	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00178	0.1846433766982014	0.9578375166219198	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00178	9.134033029412963e-6	1.2372462921659376e-4	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00178	0.5534289412565453	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00178	1.240258669276664e-7	2.3226662351908435e-6	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00178	0.48664699621276125	0.999452425904526	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00180	0.6363611967095321	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00180	9.3396561728017e-6	6.201531698740329e-4	cc_dv	1.3084953756601115e-4	9.3396561728017e-6	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00180	0.16375554665915146	0.4456543644239921	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00180	0.7382957616628364	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00180	0.0377066038444935	0.18205219668669517	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00180	2.448008035360849e-4	0.0029093633958711626	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00181	0.20315629703572247	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00181	0.45507976769585445	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00181	0.5074332496010999	0.8424240021232745	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00181	0.22333293213861422	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00181	0.6689928464252274	0.9066613576552425	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00181	0.6549474162903887	0.999452425904526	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00182	0.3551888253290565	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00182	0.5354339452883712	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00182	0.025457801953624962	0.12968247832786733	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00182	0.12455811148992997	0.8178230357239651	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00182	0.019937420671155937	0.1131995820095702	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00182	0.21495289227951697	0.7298949858722059	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00185	0.4897336329814777	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00185	5.147770230556257e-6	4.272649291361694e-4	cc_dv	1.3084953756601115e-4	5.147770230556257e-6	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00185	0.017229961295486765	0.10809533612747486	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00185	0.9431764422173523	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00185	0.022589185090943247	0.12464389630538328	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00185	1.8656692672359556e-4	0.0024020491815662927	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00187	0.45536913050700745	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00187	0.9882618319737903	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00187	6.896097358473033e-4	0.006833260648806338	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00187	0.17865650952723386	0.9259067798107077	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00187	0.00518964538531012	0.03644546418320062	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00187	0.18852941551116642	0.6582552473779709	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00188	0.28714841074587655	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00188	0.40130296420916894	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00188	0.41778980474076655	0.7807254466717212	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00188	0.995069320585483	0.9997820383835878	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00188	0.8297024980062654	0.9630723671031501	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00188	0.27832348998036144	0.8579344036977652	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00190	0.7967145310428336	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00190	0.4375191869543714	0.9999755308943076	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00190	0.25260949399860644	0.5917631620729074	cc_da	4.550432454791638e-8	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00190	0.1672398224286215	0.8863864194271206	cc_dv	0.0011559365362511956	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00190	0.2523612544367627	0.6044932373717804	cc_da	6.7142452373517204e-09	NA	asv
peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00190	0.5224826216680604	0.999452425904526	cc_dv	6.2267921629380055e-6	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00191	0.45747181895004313	0.9932885690059501	cc_da	0.05122168908811862	NA	asv
peak_photo (Tektite - Yawzi)	peak_photo	Tektite - Yawzi	ASV_00191	0.10012967378789768	0.6332009847158482	cc_dv	1.3084953756601115e-4	NA	asv
peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00191	0.019956921217059404	0.11776559450858816	cc_da	4.550432454791638e-8	NA	asv
